Item,On Hand Qty,PC #,Date,PC Name,State,Rep,Category,Price_ea,On Hand Value
RT2-04-MINBUTYL,296,4422,2024-09-01,Greentech Renewables - Maine,ME,RyanW,Accessories,$1.18,$349.28
RT2-04-SD5-60,12071,4422,2024-09-01,Greentech Renewables - Maine,ME,RyanW,Screws,$0.43,$5190.53
RT2-00-MINIBK2,56,4431,2024-09-01,Greentech Renewables - Mansfield,MA,RyanW,MINI,$4.15,$232.4
RT2-00-MINIBK2-FSET,120,4431,2024-09-01,Greentech Renewables - Mansfield,MA,RyanW,MINI,$4.51,$541.2
RT2-04-FBN25,138,4431,2024-09-01,Greentech Renewables - Mansfield,MA,RyanW,Bolts,$0.36,$49.68
RT2-04-SD5-60,712,4431,2024-09-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.43,$306.16
RT2-04-SD5-90,633,4431,2024-09-01,Greentech Renewables - Mansfield,MA,RyanW,Screws,$0.75,$474.75
RT2-04-FBN25,300,4450,2024-09-01,Greentech Renewables - Medford,OR,Genki,Bolts,$0.36,$108
RT2-00-MINIBK2-FSET,885,4560,2024-09-01,Greentech Renewables - Miami,FL,RyanW,MINI,$4.51,$3991.35
RT2-04-FBN25,5,4560,2024-09-01,Greentech Renewables - Miami,FL,RyanW,Bolts,$0.36,$1.8
RT2-04-SD5-60,3579,4560,2024-09-01,Greentech Renewables - Miami,FL,RyanW,Screws,$0.43,$1538.97
RT3-04-BUTYL,60,4560,2024-09-01,Greentech Renewables - Miami,FL,RyanW,Accessories,$1.18,$70.8
RT2-00-MINIBK2-FSET,321,4598,2024-09-01,Greentech Renewables - Commercial Solutions - Mid-Atlantic,NJ,RyanW,MINI,$4.51,$1447.71
RT2-04-SD5-60,150,4598,2024-09-01,Greentech Renewables - Commercial Solutions - Mid-Atlantic,NJ,RyanW,Screws,$0.43,$64.5
RT2-04-SD5-90,3000,4598,2024-09-01,Greentech Renewables - Commercial Solutions - Mid-Atlantic,NJ,RyanW,Screws,$0.75,$2250
RT2-00-MINIBK2-FSET,1774,4664,2024-09-01,Greentech Renewables - Minneapolis,MN,Guy,MINI,$4.51,$8000.74
RT2-04-FBN25,101,4664,2024-09-01,Greentech Renewables - Minneapolis,MN,Guy,Bolts,$0.36,$36.36
RT2-04-SD5-60,12551,4664,2024-09-01,Greentech Renewables - Minneapolis,MN,Guy,Screws,$0.43,$5396.93
RT3-01-UES30,221,4664,2024-09-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$15.31,$3383.51
RT3-02-UMFS30,239,4664,2024-09-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$9.24,$2208.36
RT3-04-M4-16S,78,4664,2024-09-01,Greentech Renewables - Minneapolis,MN,Guy,APEX,$0.25,$19.5
RT3-04-RFEBBK,6,4664,2024-09-01,Greentech Renewables - Minneapolis,MN,Guy,REB,$20.00,$120
RT2-00-MINIBK2-FSET,1033,4950,2024-09-01,Greentech Renewables - North Chicago,IL,Guy,MINI,$4.51,$4658.83
RT2-04-SD5-60,1428,4950,2024-09-01,Greentech Renewables - North Chicago,IL,Guy,Screws,$0.43,$614.04
RT3-04-RFEBBK,3,4979,2024-09-01,Greentech Renewables - Nashville,TN,Guy,REB,$20.00,$60
RT2-00-MINIBK2-FSET,1400,4984,2024-09-01,Greentech Renewables - Wallingford,CT,RyanW,MINI,$4.51,$6314
RT2-04-SD5-60,2745,4984,2024-09-01,Greentech Renewables - Wallingford,CT,RyanW,Screws,$0.43,$1180.35
RT2-00-MINIBK2-FSET,232,4991,2024-09-01,Greentech Renewables - New Hampshire,NH,RyanW,MINI,$4.51,$1046.32
RT2-04-C-MOUNT,55,4991,2024-09-01,Greentech Renewables - New Hampshire,NH,RyanW,C-MOUNT,$3.08,$169.4
RT2-04-SD5-60,954,4991,2024-09-01,Greentech Renewables - New Hampshire,NH,RyanW,Screws,$0.43,$410.22
RT2-00-MINIBK2-FSET,232,5364,2024-09-01,Greentech Renewables - Oklahoma City,OK,Guy,MINI,$4.51,$1046.32
RT2-00-MINIBK2-FSET,5314,5621,2024-09-01,Greentech Renewables - Orlando,FL,RyanW,MINI,$4.51,$23966.14
RT2-04-FBN25,683,5621,2024-09-01,Greentech Renewables - Orlando,FL,RyanW,Bolts,$0.36,$245.88
RT2-04-SD5-60,51873,5621,2024-09-01,Greentech Renewables - Orlando,FL,RyanW,Screws,$0.43,$22305.39
RT2-00-MINIBK2-FSET,8,5885,2024-09-01,Greentech Renewables - Peoria,IL,Guy,MINI,$4.51,$36.08
RT2-04-SD5-60,156,5885,2024-09-01,Greentech Renewables - Peoria,IL,Guy,Screws,$0.43,$67.08
RT2-00-MINIBK2,15,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,MINI,$4.15,$62.25
RT2-00-MINIBK2-FSET,124,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,MINI,$4.51,$559.24
RT2-04-C-MOUNT,182,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,C-MOUNT,$3.08,$560.56
RT2-04-FBN25,27,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,Bolts,$0.36,$9.72
RT2-04-SD5-60,38,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,Screws,$0.43,$16.34
RT3-00-AXBK,2915,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$4.09,$11922.35
RT3-01-UE-30,1596,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$14747.04
RT3-01-UEFS30,485,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$4481.4
RT3-01-UES30,472,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$7226.32
RT3-02-UM-30,1032,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$9535.68
RT3-02-UMFS30,516,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$9.24,$4767.84
RT3-02-UMS30,243,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$15.31,$3720.33
RT3-03-SK80BL,481,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$17.00,$8177
RT3-04-M4-16S,167,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$0.25,$41.75
RT3-04-M8BIT,102,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,Tools,$6.02,$614.04
RT3-04-SKCAP,131,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$2.66,$348.46
RT3-04-SKSSL-20,388,5887,2024-09-01,Greentech Renewables - Pennsauken,NJ,RyanW,APEX,$0.87,$337.56
RT2-00-MINIBK2,28,5888,2024-09-01,Greentech Renewables - Pensacola,FL,RyanW,MINI,$4.15,$116.2
RT2-00-MINIBK2-FSET,492,5888,2024-09-01,Greentech Renewables - Pensacola,FL,RyanW,MINI,$4.51,$2218.92
RT2-04-FBN25,20,5888,2024-09-01,Greentech Renewables - Pensacola,FL,RyanW,Bolts,$0.36,$7.2
RT2-04-SD5-60,20,5888,2024-09-01,Greentech Renewables - Pensacola,FL,RyanW,Screws,$0.43,$8.6
RT2-00-MINIBK2-FSET,72,5944,2024-09-01,Greentech Renewables - Pittsburgh,PA,RyanW,MINI,$4.51,$324.72
RT2-04-C-MOUNT,300,5944,2024-09-01,Greentech Renewables - Pittsburgh,PA,RyanW,C-MOUNT,$3.08,$924
RT2-04-FBN25,12,5944,2024-09-01,Greentech Renewables - Pittsburgh,PA,RyanW,Bolts,$0.36,$4.32
RT2-04-SD5-60,645,5944,2024-09-01,Greentech Renewables - Pittsburgh,PA,RyanW,Screws,$0.43,$277.35
RT2-00-MINIBK2,220,5951,2024-09-01,Greentech Renewables - Pocatello,ID,Genki,MINI,$4.15,$913
RT2-04-BN30SL-US,41,5951,2024-09-01,Greentech Renewables - Pocatello,ID,Genki,Bolts,$0.36,$14.76
RT2-04-FBN25,224,5951,2024-09-01,Greentech Renewables - Pocatello,ID,Genki,Bolts,$0.36,$80.64
RT2-04-SD5-60,8200,5951,2024-09-01,Greentech Renewables - Pocatello,ID,Genki,Screws,$0.43,$3526
RT2-00-MINIBK2-FSET,1400,5971,2024-09-01,Greentech Renewables - Portland,OR,Genki,MINI,$4.51,$6314
RT2-04-MINBUTYL,10,5971,2024-09-01,Greentech Renewables - Portland,OR,Genki,Accessories,$1.18,$11.8
RT2-04-SD5-60,3400,5971,2024-09-01,Greentech Renewables - Portland,OR,Genki,Screws,$0.43,$1462
RT2-00-MINIBK2-FSET,11,6026,2024-09-01,Greentech Renewables - Pueblo,CO,Genki,MINI,$4.51,$49.61
RT2-04-SD5-60,775,6026,2024-09-01,Greentech Renewables - Pueblo,CO,Genki,Screws,$0.43,$333.25
RT2-00-MINIBK2-FSET,308,6058,2024-09-01,Greentech Renewables - Raleigh,NC,RyanW,MINI,$4.51,$1389.08
RT2-04-FBN25,253,6058,2024-09-01,Greentech Renewables - Raleigh,NC,RyanW,Bolts,$0.36,$91.08
RT2-04-SD5-60,4163,6058,2024-09-01,Greentech Renewables - Raleigh,NC,RyanW,Screws,$0.43,$1790.09
RT2-00-MINIBK,40,6254,2024-09-01,Greentech Renewables - Reno,NV,Genki,MINI,$4.86,$194.4
RT2-00-MINIBK2-FSET,890,6435,2024-09-01,Greentech Renewables - Riverside,CA,Genki,MINI,$4.51,$4013.9
RT2-04-FBN25,53,6435,2024-09-01,Greentech Renewables - Riverside,CA,Genki,Bolts,$0.36,$19.08
RT2-04-SD5-60,4175,6435,2024-09-01,Greentech Renewables - Riverside,CA,Genki,Screws,$0.43,$1795.25
RT2-00-MINIBK2,1,6462,2024-09-01,Greentech Renewables - Rochester,NY,RyanW,MINI,$4.15,$4.15
RT2-04-SD5-60,32,6462,2024-09-01,Greentech Renewables - Rochester,NY,RyanW,Screws,$0.43,$13.76
RT2-00-MINIBK2-FSET,340,6552,2024-09-01,Greentech Renewables - Sacramento,CA,Genki,MINI,$4.51,$1533.4
RT2-04-C-MOUNT,260,6552,2024-09-01,Greentech Renewables - Sacramento,CA,Genki,C-MOUNT,$3.08,$800.8
RT2-04-FBN25,58,6552,2024-09-01,Greentech Renewables - Sacramento,CA,Genki,Bolts,$0.36,$20.88
RT2-04-MINBUTYL,20,6552,2024-09-01,Greentech Renewables - Sacramento,CA,Genki,Accessories,$1.18,$23.6
RT2-04-SD5-60,3400,6552,2024-09-01,Greentech Renewables - Sacramento,CA,Genki,Screws,$0.43,$1462
RT2-00-MINIBK2-FSET,132,6640,2024-09-01,Greentech Renewables - St. Louis,MO,Guy,MINI,$4.51,$595.32
RT2-04-BN30SL-US,101,6640,2024-09-01,Greentech Renewables - St. Louis,MO,Guy,Bolts,$0.36,$36.36
RT2-04-FBN25,558,6640,2024-09-01,Greentech Renewables - St. Louis,MO,Guy,Bolts,$0.36,$200.88
RT2-04-SD5-60,244,6640,2024-09-01,Greentech Renewables - St. Louis,MO,Guy,Screws,$0.43,$104.92
RT2-04-BN30SL-US,300,6692,2024-09-01,Greentech Renewables - Salt Lake,UT,Genki,Bolts,$0.36,$108
RT2-04-FBN25,69,6692,2024-09-01,Greentech Renewables - Salt Lake,UT,Genki,Bolts,$0.36,$24.84
RT2-00-MINIBK2-FSET,246,7133,2024-09-01,Greentech Renewables - San Diego,CA,Genki,MINI,$4.51,$1109.46
RT2-04-C-MOUNT,40,7133,2024-09-01,Greentech Renewables - San Diego,CA,Genki,C-MOUNT,$3.08,$123.2
RT2-04-FBN25,176,7133,2024-09-01,Greentech Renewables - San Diego,CA,Genki,Bolts,$0.36,$63.36
RT2-04-SD5-60,1557,7133,2024-09-01,Greentech Renewables - San Diego,CA,Genki,Screws,$0.43,$669.51
RT2-00-MINIBK2-FSET,429,7492,2024-09-01,Greentech Renewables - San Jose,CA,Genki,MINI,$4.51,$1934.79
RT2-04-FBN25,52,7492,2024-09-01,Greentech Renewables - San Jose,CA,Genki,Bolts,$0.36,$18.72
RT2-00-MINIBK2,25,7605,2024-09-01,Greentech Renewables - San Luis Obispo,CA,Genki,MINI,$4.15,$103.75
RT2-00-MINIBK2-FSET,3920,7605,2024-09-01,Greentech Renewables - San Luis Obispo,CA,Genki,MINI,$4.51,$17679.2
RT2-04-FBN25,8,7605,2024-09-01,Greentech Renewables - San Luis Obispo,CA,Genki,Bolts,$0.36,$2.88
RT2-04-SD5-60,12,7605,2024-09-01,Greentech Renewables - San Luis Obispo,CA,Genki,Screws,$0.43,$5.16
RT2-00-MINIBK2,53,7953,2024-09-01,Greentech Renewables - Santa Rosa,CA,Genki,MINI,$4.15,$219.95
RT2-04-C-MOUNT,250,7953,2024-09-01,Greentech Renewables - Santa Rosa,CA,Genki,C-MOUNT,$3.08,$770
RT2-04-FBN25,157,7953,2024-09-01,Greentech Renewables - Santa Rosa,CA,Genki,Bolts,$0.36,$56.52
RT2-04-SD5-60,107,7953,2024-09-01,Greentech Renewables - Santa Rosa,CA,Genki,Screws,$0.43,$46.01
RT2-00-MINIBK2-FSET,1129,8018,2024-09-01,Greentech Renewables - Tampa Bay,FL,RyanW,MINI,$4.51,$5091.79
RT2-04-SD5-60,2031,8018,2024-09-01,Greentech Renewables - Tampa Bay,FL,RyanW,Screws,$0.43,$873.33
RT2-00-MINIBK2,1480,8064,2024-09-01,Greentech Renewables - Seattle,WA,Genki,MINI,$4.15,$6142
RT2-00-MINIBK2-FSET,1950,8064,2024-09-01,Greentech Renewables - Seattle,WA,Genki,MINI,$4.51,$8794.5
RT2-04-FBN25,5025,8064,2024-09-01,Greentech Renewables - Seattle,WA,Genki,Bolts,$0.36,$1809
RT2-04-MINBUTYL,32,8064,2024-09-01,Greentech Renewables - Seattle,WA,Genki,Accessories,$1.18,$37.76
RT2-04-SD5-60,3214,8064,2024-09-01,Greentech Renewables - Seattle,WA,Genki,Screws,$0.43,$1382.02
RT2-00-MINIBK2-FSET,675,8187,2024-09-01,Greentech Renewables - Spokane,WA,Genki,MINI,$4.51,$3044.25
RT2-04-FBN25,5,8187,2024-09-01,Greentech Renewables - Spokane,WA,Genki,Bolts,$0.36,$1.8
RT2-04-SD5-60,2340,8187,2024-09-01,Greentech Renewables - Spokane,WA,Genki,Screws,$0.43,$1006.2
RT3-04-RFEBBK,5,8187,2024-09-01,Greentech Renewables - Spokane,WA,Genki,REB,$20.00,$100
RT2-00-MINIBK2-FSET,529,8618,2024-09-01,Greentech Renewables - Commerical Solutions -  Florida,FL,RyanW,MINI,$4.51,$2385.79
RT2-04-SD5-60,1864,8618,2024-09-01,Greentech Renewables - Commerical Solutions -  Florida,FL,RyanW,Screws,$0.43,$801.52
RT2-00-MINIBK2-FSET,865,8756,2024-09-01,Greentech Renewables - Phoenix,AZ,Genki,MINI,$4.51,$3901.15
RT2-04-FBN25,1812,8756,2024-09-01,Greentech Renewables - Phoenix,AZ,Genki,Bolts,$0.36,$652.32
RT2-04-SD5-60,16934,8756,2024-09-01,Greentech Renewables - Phoenix,AZ,Genki,Screws,$0.43,$7281.62
RT2-00-MINIBK2,31,8797,2024-09-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.15,$128.65
RT2-00-MINIBK2-FSET,210,8797,2024-09-01,Greentech Renewables - Stockton,CA,Genki,MINI,$4.51,$947.1
RT2-04-SD5-60,1407,8797,2024-09-01,Greentech Renewables - Stockton,CA,Genki,Screws,$0.43,$605.01
RT2-04-FBN25,3005,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,Bolts,$0.36,$1081.8
RT2-04-SD5-60,300,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,Screws,$0.43,$129
RT3-00-AXBK,147,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$4.09,$601.23
RT3-01-UE-30,74,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$683.76
RT3-01-UEFS30,44,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$406.56
RT3-01-UES30,19,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$290.89
RT3-02-UM-30,6,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$55.44
RT3-02-UMFS30,44,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$9.24,$406.56
RT3-02-UMS30,8,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$15.31,$122.48
RT3-03-SK80BL,137,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$17.00,$2329
RT3-04-BUTYL,20,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,Accessories,$1.18,$23.6
RT3-04-ENDCAP,92,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$2.66,$244.72
RT3-04-M4-16S,1000,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.25,$250
RT3-04-SKSSL,148,8801,2024-09-01,Greentech Renewables - Tri-Cities,WA,Genki,APEX,$0.87,$128.76
RT2-04-SD5-60,29,8808,2024-09-01,Greentech Renewables - Tucson,AZ,Genki,Screws,$0.43,$12.47
RT2-00-MINIBK2-FSET,695,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,MINI,$4.51,$3134.45
RT2-04-FBN25,1990,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,Bolts,$0.36,$716.4
RT2-04-SD5-60,5213,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,Screws,$0.43,$2241.59
RT3-00-AXBK,1762,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$4.09,$7206.58
RT3-01-UE-30,1080,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$9979.2
RT3-01-UEFS30,453,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$4185.72
RT3-01-UES30,224,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$15.31,$3429.44
RT3-02-UM-30,1149,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$10616.76
RT3-02-UMFS30,639,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$9.24,$5904.36
RT3-02-UMS30,510,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$15.31,$7808.1
RT3-03-SK80BL,282,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$17.00,$4794
RT3-04-ENDCAP,5,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$2.66,$13.3
RT3-04-M4-16S,2800,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.25,$700
RT3-04-SKSSL,338,9106,2024-09-01,Greentech Renewables - Columbia,MD,RyanW,APEX,$0.87,$294.06
RT2-00-MINIBK2-FSET,869,120,2024-10-01,Greentech Renewables - Albany,NY,RyanW,MINI,$4.51,$3919.19
RT2-04-FBN25,19,120,2024-10-01,Greentech Renewables - Albany,NY,RyanW,Bolts,$0.36,$6.84
RT2-04-SD5-60,3156,120,2024-10-01,Greentech Renewables - Albany,NY,RyanW,Screws,$0.43,$1357.08
RT2-00-MINIBK2-FSET,553,148,2024-10-01,Greentech Renewables - Albuquerque,NM,Genki,MINI,$4.51,$2494.03
RT2-04-FBN25,1800,148,2024-10-01,Greentech Renewables - Albuquerque,NM,Genki,Bolts,$0.36,$648
RT2-04-SD5-60,5000,148,2024-10-01,Greentech Renewables - Albuquerque,NM,Genki,Screws,$0.43,$2150
RT2-00-MINIBK2,441,224,2024-10-01,Greentech Renewables - Auburn,MA,RyanW,MINI,$4.15,$1830.15
RT2-00-MINIBK2-FSET,93,224,2024-10-01,Greentech Renewables - Auburn,MA,RyanW,MINI,$4.51,$419.43
RT2-04-C-MOUNT,1083,224,2024-10-01,Greentech Renewables - Auburn,MA,RyanW,C-MOUNT,$3.08,$3335.64
RT2-04-SD5-60,20803,224,2024-10-01,Greentech Renewables - Auburn,MA,RyanW,Screws,$0.43,$8945.29
RT2-04-SD5-90,213,224,2024-10-01,Greentech Renewables - Auburn,MA,RyanW,Screws,$0.75,$159.75
RT2-00-MINIBK2-FSET,2691,236,2024-10-01,Greentech Renewables - Austin,TX,Genki,MINI,$4.51,$12136.41
RT2-04-FBN25,400,236,2024-10-01,Greentech Renewables - Austin,TX,Genki,Bolts,$0.36,$144
RT2-04-SD5-60,8874,236,2024-10-01,Greentech Renewables - Austin,TX,Genki,Screws,$0.43,$3815.82
RT2-00-MINIBK2-FSET,12,237,2024-10-01,Greentech Renewables - Dallas,TX,Genki,MINI,$4.51,$54.12
RT2-04-SD5-60,622,237,2024-10-01,Greentech Renewables - Dallas,TX,Genki,Screws,$0.43,$267.46
RT2-04-FBN25,112,239,2024-10-01,Greentech Renewables - San Antonio,TX,Genki,Bolts,$0.36,$40.32
RT2-04-FBN25,195,756,2024-10-01,Greentech Renewables - Boise,ID,Genki,Bolts,$0.36,$70.2
RT2-04-C-MOUNT,2,821,2024-10-01,Greentech Renewables - Bozeman,MT,Genki,C-MOUNT,$3.08,$6.16
RT2-00-MINIBK2-FSET,140,960,2024-10-01,Greentech Renewables - Detroit,MI,Guy,MINI,$4.51,$631.4
RT2-04-C-MOUNT,2,960,2024-10-01,Greentech Renewables - Detroit,MI,Guy,C-MOUNT,$3.08,$6.16
RT2-04-SD5-60,4,960,2024-10-01,Greentech Renewables - Detroit,MI,Guy,Screws,$0.43,$1.72
RT3-01-UEFS30,16,987,2024-10-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$9.24,$147.84
RT3-01-UES30,12,987,2024-10-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$15.31,$183.72
RT3-02-UMS30,5,987,2024-10-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$15.31,$76.55
RT3-03-SK80BL,5,987,2024-10-01,Greentech Renewables - Cedar Rapids,IA,Guy,APEX,$17.00,$85
RT3-04-RFEBBK,25,987,2024-10-01,Greentech Renewables - Cedar Rapids,IA,Guy,REB,$20.00,$500
RT2-00-MINIBK2-FSET,176,1024,2024-10-01,Greentech Renewables - Los Angeles,CA,Genki,MINI,$4.51,$793.76
RT2-04-SD5-60,2696,1024,2024-10-01,Greentech Renewables - Los Angeles,CA,Genki,Screws,$0.43,$1159.28
RT2-00-MINIBK2,47,1045,2024-10-01,Greentech Renewables - Chicago,IN,Guy,MINI,$4.15,$195.05
RT2-00-MINIBK2-FSET,1433,1045,2024-10-01,Greentech Renewables - Chicago,IN,Guy,MINI,$4.51,$6462.83
RT2-04-SD5-60,7100,1045,2024-10-01,Greentech Renewables - Chicago,IN,Guy,Screws,$0.43,$3053
RT2-04-FBN25,1988,1127,2024-10-01,Greentech Renewables - Colorado Springs,CO,Genki,Bolts,$0.36,$715.68
RT2-04-SD5-60,666,1127,2024-10-01,Greentech Renewables - Colorado Springs,CO,Genki,Screws,$0.43,$286.38
RT2-00-MINIBK2,14,1132,2024-10-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.15,$58.1
RT2-00-MINIBK2-FSET,743,1132,2024-10-01,Greentech Renewables - West Columbia,SC,RyanW,MINI,$4.51,$3350.93
RT2-04-FBN25,776,1132,2024-10-01,Greentech Renewables - West Columbia,SC,RyanW,Bolts,$0.36,$279.36
RT2-04-SD5-60,1617,1132,2024-10-01,Greentech Renewables - West Columbia,SC,RyanW,Screws,$0.43,$695.31
RT2-00-MINIBK2-FSET,65,1154,2024-10-01,Greentech Renewables - Columbus,OH,Guy,MINI,$4.51,$293.15
RT2-04-SD5-60,1100,1154,2024-10-01,Greentech Renewables - Columbus,OH,Guy,Screws,$0.43,$473
RT2-04-SD5-60,791,1670,2024-10-01,Greentech Renewables - Danbury,CT,RyanW,Screws,$0.43,$340.13
RT2-00-MINIBK2-FSET,90,1875,2024-10-01,Greentech Renewables - Denver,CO,Genki,MINI,$4.51,$405.9
RT2-04-C-MOUNT,140,1875,2024-10-01,Greentech Renewables - Denver,CO,Genki,C-MOUNT,$3.08,$431.2
RT2-04-FBN25,103,1875,2024-10-01,Greentech Renewables - Denver,CO,Genki,Bolts,$0.36,$37.08
RT2-04-SD5-60,4769,1875,2024-10-01,Greentech Renewables - Denver,CO,Genki,Screws,$0.43,$2050.67
RT2-00-MINIBK2-FSET,534,1987,2024-10-01,Greentech Renewables - El Paso,TX,Genki,MINI,$4.51,$2408.34
RT2-04-SD5-60,2900,1987,2024-10-01,Greentech Renewables - El Paso,TX,Genki,Screws,$0.43,$1247
RT2-00-MINIBK2,379,2576,2024-10-01,Greentech Renewables - Fresno,CA,Genki,MINI,$4.15,$1572.85
RT2-04-SD5-60,12,2576,2024-10-01,Greentech Renewables - Fresno,CA,Genki,Screws,$0.43,$5.16
RT2-04-SD5-60,418,2685,2024-10-01,Greentech Renewables - Grand Junction,CO,Genki,Screws,$0.43,$179.74
RT2-00-MINIBK2,2,3273,2024-10-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.15,$8.3
RT2-00-MINIBK2-FSET,1731,3273,2024-10-01,Greentech Renewables - Houston,TX,Genki,MINI,$4.51,$7806.81
RT2-04-FBN25,300,3273,2024-10-01,Greentech Renewables - Houston,TX,Genki,Bolts,$0.36,$108
RT2-04-SD5-60,2028,3273,2024-10-01,Greentech Renewables - Houston,TX,Genki,Screws,$0.43,$872.04
RT2-00-MINIBK2-FSET,75,3293,2024-10-01,Greentech Renewables - Indianapolis,IN,Guy,MINI,$4.51,$338.25
RT2-04-SD5-60,325,3293,2024-10-01,Greentech Renewables - Indianapolis,IN,Guy,Screws,$0.43,$139.75
RT2-00-MINIBK2-FSET,55,3395,2024-10-01,Greentech Renewables - Jacksonville,FL,RyanW,MINI,$4.51,$248.05
RT2-04-FBN25,420,3395,2024-10-01,Greentech Renewables - Jacksonville,FL,RyanW,Bolts,$0.36,$151.2
RT2-04-SD5-60,570,3395,2024-10-01,Greentech Renewables - Jacksonville,FL,RyanW,Screws,$0.43,$245.1
RT3-04-RFEBBK,11,3584,2024-10-01,Greentech Renewables - Kansas City,KS,Guy,REB,$20.00,$220
RT2-00-MINIBK2-FSET,50,4029,2024-10-01,Greentech Renewables - Las Cruces,NM,Genki,MINI,$4.51,$225.5
RT2-04-FBN25,235,4029,2024-10-01,Greentech Renewables - Las Cruces,NM,Genki,Bolts,$0.36,$84.6
RT2-04-SD5-60,200,4029,2024-10-01,Greentech Renewables - Las Cruces,NM,Genki,Screws,$0.43,$86
RT2-00-MINIBK2-FSET,200,4090,2024-10-01,Greentech Renewables - Las Vegas,NV,Genki,MINI,$4.51,$902
RT2-04-C-MOUNT,100,4090,2024-10-01,Greentech Renewables - Las Vegas,NV,Genki,C-MOUNT,$3.08,$308
RT2-04-SD5-60,116,4090,2024-10-01,Greentech Renewables - Las Vegas,NV,Genki,Screws,$0.43,$49.88
RT2-04-SD5-60,300,4187,2024-10-01,Greentech Renewables - LIttle Rock,AR,Guy,Screws,$0.43,$129
RT2-00-MINIBK2,40,4250,2024-10-01,Greentech Renewables - Long Island,NY,RyanW,MINI,$4.15,$166
RT2-00-MINIBK2-FSET,2005,4391,2024-10-01,Greentech Renewables - Lubbock,TX,Genki,MINI,$4.51,$9042.55
RT2-00-MINIBK2,20,4407,2024-10-01,Greentech Renewables - Madison,WI,Guy,MINI,$4.15,$83
RT2-00-MINIBK2-FSET,268,4407,2024-10-01,Greentech Renewables - Madison,WI,Guy,MINI,$4.51,$1208.68
