Item,On Hand Qty,PC #,Date,State,Category,Price_ea,On Hand Value,Distributor,Branch Name,Rep
RT2-04-SD5-60,18,2685,2024-11-01,CO,Screws,0.43,7.74,Greentech,GreentechGreentech Renewables - Grand Junction,Genki
RT2-00-MINIBK2,2,3273,2024-11-01,TX,MINI,4.15,8.3,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-00-MINIBK2-FSET,2175,3273,2024-11-01,TX,MINI,4.51,9809.25,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-04-FBN25,300,3273,2024-11-01,TX,Bolts,0.36,108,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-04-SD5-60,2580,3273,2024-11-01,TX,Screws,0.43,1109.4,Greentech,GreentechGreentech Renewables - Houston,Genki
RT2-00-MINIBK2-FSET,55,3395,2024-11-01,FL,MINI,4.51,248.05,Greentech,GreentechGreentech Renewables - Jacksonville,RyanW
RT2-04-FBN25,420,3395,2024-11-01,FL,Bolts,0.36,151.2,Greentech,GreentechGreentech Renewables - Jacksonville,RyanW
RT2-04-SD5-60,570,3395,2024-11-01,FL,Screws,0.43,245.1,Greentech,GreentechGreentech Renewables - Jacksonville,RyanW
RT3-04-RFEBBK,1,3584,2024-11-01,KS,REB,20,20,Greentech,GreentechGreentech Renewables - Kansas City,Guy
RT2-00-MINIBK2-FSET,30,4029,2024-11-01,NM,MINI,4.51,135.3,Greentech,GreentechGreentech Renewables - Las Cruces,Genki
RT2-04-FBN25,235,4029,2024-11-01,NM,Bolts,0.36,84.6,Greentech,GreentechGreentech Renewables - Las Cruces,Genki
RT2-04-SD5-60,200,4029,2024-11-01,NM,Screws,0.43,86,Greentech,GreentechGreentech Renewables - Las Cruces,Genki
RT2-00-MINIBK2-FSET,140,4090,2024-11-01,NV,MINI,4.51,631.4,Greentech,GreentechGreentech Renewables - Las Vegas,Genki
RT2-04-SD5-60,116,4090,2024-11-01,NV,Screws,0.43,49.88,Greentech,GreentechGreentech Renewables - Las Vegas,Genki
RT2-04-SD5-60,300,4187,2024-11-01,AR,Screws,0.43,129,Greentech,GreentechGreentech Renewables - LIttle Rock,Guy
RT2-00-MINIBK2,40,4250,2024-11-01,NY,MINI,4.15,166,Greentech,GreentechGreentech Renewables - Long Island,RyanW
RT2-00-MINIBK2-FSET,1625,4391,2024-11-01,TX,MINI,4.51,7328.75,Greentech,GreentechGreentech Renewables - Lubbock,Genki
RT2-00-MINIBK2,20,4407,2024-11-01,WI,MINI,4.15,83,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-00-MINIBK2-FSET,208,4407,2024-11-01,WI,MINI,4.51,938.08,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-04-FBN25,96,4407,2024-11-01,WI,Bolts,0.36,34.56,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-04-SD5-60,1225,4407,2024-11-01,WI,Screws,0.43,526.75,Greentech,GreentechGreentech Renewables - Madison,Guy
RT2-00-MINIBK2-FSET,3287,4422,2024-11-01,ME,MINI,4.51,14824.37,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-04-FBN25,943,4422,2024-11-01,ME,Bolts,0.36,339.48,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-04-MINBUTYL,400,4422,2024-11-01,ME,Accessories,1.18,472,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-04-SD5-60,9401,4422,2024-11-01,ME,Screws,0.43,4042.43,Greentech,GreentechGreentech Renewables - Maine,RyanW
RT2-00-MINIBK2,6,4431,2024-11-01,MA,MINI,4.15,24.9,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-00-MINIBK2-FSET,200,4431,2024-11-01,MA,MINI,4.51,902,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-FBN25,88,4431,2024-11-01,MA,Bolts,0.36,31.68,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-SD5-60,532,4431,2024-11-01,MA,Screws,0.43,228.76,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-SD5-90,183,4431,2024-11-01,MA,Screws,0.75,137.25,Greentech,GreentechGreentech Renewables - Mansfield,RyanW
RT2-04-FBN25,300,4450,2024-11-01,OR,Bolts,0.36,108,Greentech,GreentechGreentech Renewables - Medford,Genki
RT2-00-MINIBK2-FSET,1157,4560,2024-11-01,FL,MINI,4.51,5218.07,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT2-04-FBN25,5,4560,2024-11-01,FL,Bolts,0.36,1.8,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT2-04-SD5-60,2407,4560,2024-11-01,FL,Screws,0.43,1035.01,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT3-04-BUTYL,60,4560,2024-11-01,FL,Accessories,1.18,70.8,Greentech,GreentechGreentech Renewables - Miami,RyanW
RT2-00-MINIBK2-FSET,102,4598,2024-11-01,NJ,MINI,4.51,460.02,Greentech,GreentechGreentech Renewables - Commercial Solutions - Mid-Atlantic,RyanW
RT2-04-SD5-60,34,4598,2024-11-01,NJ,Screws,0.43,14.62,Greentech,GreentechGreentech Renewables - Commercial Solutions - Mid-Atlantic,RyanW
RT2-04-C-MOUNT,215,4639,2024-11-01,MT,C-MOUNT,3.08,662.2,Greentech,GreentechGreentech Renewables - Missoula,Genki
RT2-00-MINIBK2-FSET,896,4664,2024-11-01,MN,MINI,4.51,4040.96,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-04-FBN25,101,4664,2024-11-01,MN,Bolts,0.36,36.36,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-04-SD5-60,12251,4664,2024-11-01,MN,Screws,0.43,5267.93,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-01-UES30,220,4664,2024-11-01,MN,APEX,15.31,3368.2,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-02-UMFS30,239,4664,2024-11-01,MN,APEX,9.24,2208.36,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-04-M4-16S,78,4664,2024-11-01,MN,APEX,0.25,19.5,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT3-04-RFEBBK,10,4664,2024-11-01,MN,REB,20,200,Greentech,GreentechGreentech Renewables - Minneapolis,Guy
RT2-00-MINIBK2-FSET,1609,4950,2024-11-01,IL,MINI,4.51,7256.59,Greentech,GreentechGreentech Renewables - North Chicago,Guy
RT2-04-SD5-60,9123,4950,2024-11-01,IL,Screws,0.43,3922.89,Greentech,GreentechGreentech Renewables - North Chicago,Guy
RT3-04-RFEBBK,3,4979,2024-11-01,TN,REB,20,60,Greentech,GreentechGreentech Renewables - Nashville,Guy
RT2-00-MINIBK2-FSET,960,4984,2024-11-01,CT,MINI,4.51,4329.6,Greentech,GreentechGreentech Renewables - Wallingford,RyanW
RT2-04-SD5-60,2431,4984,2024-11-01,CT,Screws,0.43,1045.33,Greentech,GreentechGreentech Renewables - Wallingford,RyanW
RT2-00-MINIBK2-FSET,21,4991,2024-11-01,NH,MINI,4.51,94.71,Greentech,GreentechGreentech Renewables - New Hampshire,RyanW
RT2-04-C-MOUNT,126,4991,2024-11-01,NH,C-MOUNT,3.08,388.08,Greentech,GreentechGreentech Renewables - New Hampshire,RyanW
RT2-04-SD5-60,352,4991,2024-11-01,NH,Screws,0.43,151.36,Greentech,GreentechGreentech Renewables - New Hampshire,RyanW
RT2-00-MINIBK2-FSET,184,5364,2024-11-01,OK,MINI,4.51,829.84,Greentech,GreentechGreentech Renewables - Oklahoma City,Guy
RT2-00-MINIBK2-FSET,1803,5621,2024-11-01,FL,MINI,4.51,8131.53,Greentech,GreentechGreentech Renewables - Orlando,RyanW
RT2-04-FBN25,683,5621,2024-11-01,FL,Bolts,0.36,245.88,Greentech,GreentechGreentech Renewables - Orlando,RyanW
RT2-04-SD5-60,34141,5621,2024-11-01,FL,Screws,0.43,14680.63,Greentech,GreentechGreentech Renewables - Orlando,RyanW
RT2-00-MINIBK2,80,5885,2024-11-01,IL,MINI,4.15,332,Greentech,GreentechGreentech Renewables - Peoria,Guy
RT2-00-MINIBK2-FSET,12,5885,2024-11-01,IL,MINI,4.51,54.12,Greentech,GreentechGreentech Renewables - Peoria,Guy
RT2-04-FBN25,73,5885,2024-11-01,IL,Bolts,0.36,26.28,Greentech,GreentechGreentech Renewables - Peoria,Guy
RT2-04-SD5-60,316,5885,2024-11-01,IL,Screws,0.43,135.88,Greentech,GreentechGreentech Renewables - Peoria,Guy
RT2-00-MINIBK2,9,5887,2024-11-01,NJ,MINI,4.15,37.35,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-00-MINIBK2-FSET,249,5887,2024-11-01,NJ,MINI,4.51,1122.99,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-04-C-MOUNT,102,5887,2024-11-01,NJ,C-MOUNT,3.08,314.16,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-04-FBN25,26,5887,2024-11-01,NJ,Bolts,0.36,9.36,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-04-SD5-60,44,5887,2024-11-01,NJ,Screws,0.43,18.92,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-00-AXBK,2215,5887,2024-11-01,NJ,APEX,4.09,9059.35,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-01-UE-30,1200,5887,2024-11-01,NJ,APEX,9.24,11088,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-01-UEFS30,133,5887,2024-11-01,NJ,APEX,9.24,1228.92,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-01-UES30,232,5887,2024-11-01,NJ,APEX,15.31,3551.92,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-02-UM-30,564,5887,2024-11-01,NJ,APEX,9.24,5211.36,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-02-UMFS30,164,5887,2024-11-01,NJ,APEX,9.24,1515.36,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-02-UMS30,3,5887,2024-11-01,NJ,APEX,15.31,45.93,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-03-SK80BL,385,5887,2024-11-01,NJ,APEX,17,6545,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-M4-16S,167,5887,2024-11-01,NJ,APEX,0.25,41.75,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-M8BIT,102,5887,2024-11-01,NJ,Tools,6.02,614.04,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-SKCAP,131,5887,2024-11-01,NJ,APEX,2.66,348.46,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT3-04-SKSSL-20,288,5887,2024-11-01,NJ,APEX,0.87,250.56,Greentech,GreentechGreentech Renewables - Pennsauken,RyanW
RT2-00-MINIBK2,28,5888,2024-11-01,FL,MINI,4.15,116.2,Greentech,GreentechGreentech Renewables - Pensacola,RyanW
RT2-00-MINIBK2-FSET,172,5888,2024-11-01,FL,MINI,4.51,775.72,Greentech,GreentechGreentech Renewables - Pensacola,RyanW
RT2-04-FBN25,20,5888,2024-11-01,FL,Bolts,0.36,7.2,Greentech,GreentechGreentech Renewables - Pensacola,RyanW
RT2-04-SD5-60,20,5888,2024-11-01,FL,Screws,0.43,8.6,Greentech,GreentechGreentech Renewables - Pensacola,RyanW
RT2-00-MINIBK2-FSET,930,5944,2024-11-01,PA,MINI,4.51,4194.3,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-04-C-MOUNT,460,5944,2024-11-01,PA,C-MOUNT,3.08,1416.8,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-04-FBN25,120,5944,2024-11-01,PA,Bolts,0.36,43.2,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-04-SD5-60,3544,5944,2024-11-01,PA,Screws,0.43,1523.92,Greentech,GreentechGreentech Renewables - Pittsburgh,RyanW
RT2-00-MINIBK2,180,5951,2024-11-01,ID,MINI,4.15,747,Greentech,GreentechGreentech Renewables - Pocatello,Genki
RT2-04-BN30SL-US,160,5951,2024-11-01,ID,Bolts,0.36,57.6,Greentech,GreentechGreentech Renewables - Pocatello,Genki
RT2-04-SD5-60,23800,5951,2024-11-01,ID,Screws,0.43,10234,Greentech,GreentechGreentech Renewables - Pocatello,Genki
RT2-00-MINIBK2-FSET,1400,5971,2024-11-01,OR,MINI,4.51,6314,Greentech,GreentechGreentech Renewables - Portland,Genki
RT2-04-MINBUTYL,10,5971,2024-11-01,OR,Accessories,1.18,11.8,Greentech,GreentechGreentech Renewables - Portland,Genki
RT2-04-SD5-60,3400,5971,2024-11-01,OR,Screws,0.43,1462,Greentech,GreentechGreentech Renewables - Portland,Genki
RT2-00-MINIBK2-FSET,13,6026,2024-11-01,CO,MINI,4.51,58.63,Greentech,GreentechGreentech Renewables - Pueblo,Genki
RT2-04-SD5-60,745,6026,2024-11-01,CO,Screws,0.43,320.35,Greentech,GreentechGreentech Renewables - Pueblo,Genki
RT2-04-FBN25,253,6058,2024-11-01,NC,Bolts,0.36,91.08,Greentech,GreentechGreentech Renewables - Raleigh,RyanW
RT2-04-SD5-60,3075,6058,2024-11-01,NC,Screws,0.43,1322.25,Greentech,GreentechGreentech Renewables - Raleigh,RyanW
RT2-00-MINIBK2-FSET,334,6435,2024-11-01,CA,MINI,4.51,1506.34,Greentech,GreentechGreentech Renewables - Riverside,Genki
RT2-04-SD5-60,1675,6435,2024-11-01,CA,Screws,0.43,720.25,Greentech,GreentechGreentech Renewables - Riverside,Genki
RT2-00-MINIBK2,1,6462,2024-11-01,NY,MINI,4.15,4.15,Greentech,GreentechGreentech Renewables - Rochester,RyanW
RT2-04-SD5-60,32,6462,2024-11-01,NY,Screws,0.43,13.76,Greentech,GreentechGreentech Renewables - Rochester,RyanW
RT2-00-MINIBK2-FSET,80,6552,2024-11-01,CA,MINI,4.51,360.8,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-C-MOUNT,150,6552,2024-11-01,CA,C-MOUNT,3.08,462,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-FBN25,58,6552,2024-11-01,CA,Bolts,0.36,20.88,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-MINBUTYL,20,6552,2024-11-01,CA,Accessories,1.18,23.6,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-04-SD5-60,1500,6552,2024-11-01,CA,Screws,0.43,645,Greentech,GreentechGreentech Renewables - Sacramento,Genki
RT2-00-MINIBK2-FSET,133,6640,2024-11-01,MO,MINI,4.51,599.83,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-BN30SL-US,101,6640,2024-11-01,MO,Bolts,0.36,36.36,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-FBN25,558,6640,2024-11-01,MO,Bolts,0.36,200.88,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-SD5-60,592,6640,2024-11-01,MO,Screws,0.43,254.56,Greentech,GreentechGreentech Renewables - St. Louis,Guy
RT2-04-BN30SL-US,100,6692,2024-11-01,UT,Bolts,0.36,36,Greentech,GreentechGreentech Renewables - Salt Lake,Genki
RT2-04-FBN25,69,6692,2024-11-01,UT,Bolts,0.36,24.84,Greentech,GreentechGreentech Renewables - Salt Lake,Genki
RT2-00-MINIBK2-FSET,446,7133,2024-11-01,CA,MINI,4.51,2011.46,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-04-C-MOUNT,100,7133,2024-11-01,CA,C-MOUNT,3.08,308,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-04-FBN25,116,7133,2024-11-01,CA,Bolts,0.36,41.76,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-04-SD5-60,1293,7133,2024-11-01,CA,Screws,0.43,555.99,Greentech,GreentechGreentech Renewables - San Diego,Genki
RT2-00-MINIBK2-FSET,355,7492,2024-11-01,CA,MINI,4.51,1601.05,Greentech,GreentechGreentech Renewables - San Jose,Genki
RT2-04-FBN25,52,7492,2024-11-01,CA,Bolts,0.36,18.72,Greentech,GreentechGreentech Renewables - San Jose,Genki
RT2-00-MINIBK2,25,7605,2024-11-01,CA,MINI,4.15,103.75,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-00-MINIBK2-FSET,2960,7605,2024-11-01,CA,MINI,4.51,13349.6,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-04-FBN25,8,7605,2024-11-01,CA,Bolts,0.36,2.88,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-04-SD5-60,12,7605,2024-11-01,CA,Screws,0.43,5.16,Greentech,GreentechGreentech Renewables - San Luis Obispo,Genki
RT2-00-MINIBK2,38,7953,2024-11-01,CA,MINI,4.15,157.7,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-04-C-MOUNT,10,7953,2024-11-01,CA,C-MOUNT,3.08,30.8,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-04-FBN25,142,7953,2024-11-01,CA,Bolts,0.36,51.12,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-04-SD5-60,107,7953,2024-11-01,CA,Screws,0.43,46.01,Greentech,GreentechGreentech Renewables - Santa Rosa,Genki
RT2-00-MINIBK2-FSET,650,8018,2024-11-01,FL,MINI,4.51,2931.5,Greentech,GreentechGreentech Renewables - Tampa Bay,RyanW
RT2-04-SD5-60,1269,8018,2024-11-01,FL,Screws,0.43,545.67,Greentech,GreentechGreentech Renewables - Tampa Bay,RyanW
RT2-00-MINIBK2,1270,8064,2024-11-01,WA,MINI,4.15,5270.5,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-00-MINIBK2-FSET,650,8064,2024-11-01,WA,MINI,4.51,2931.5,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-04-FBN25,3975,8064,2024-11-01,WA,Bolts,0.36,1431,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-04-MINBUTYL,32,8064,2024-11-01,WA,Accessories,1.18,37.76,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-04-SD5-60,2514,8064,2024-11-01,WA,Screws,0.43,1081.02,Greentech,GreentechGreentech Renewables - Seattle,Genki
RT2-00-MINIBK2-FSET,345,8187,2024-11-01,WA,MINI,4.51,1555.95,Greentech,GreentechGreentech Renewables - Spokane,Genki
RT2-04-FBN25,5,8187,2024-11-01,WA,Bolts,0.36,1.8,Greentech,GreentechGreentech Renewables - Spokane,Genki
RT2-04-SD5-60,2140,8187,2024-11-01,WA,Screws,0.43,920.2,Greentech,GreentechGreentech Renewables - Spokane,Genki
RT2-00-MINIBK2-FSET,9,8618,2024-11-01,FL,MINI,4.51,40.59,Greentech,GreentechGreentech Renewables - Commerical Solutions -  Florida,RyanW
RT2-04-SD5-60,1584,8618,2024-11-01,FL,Screws,0.43,681.12,Greentech,GreentechGreentech Renewables - Commerical Solutions -  Florida,RyanW
RT2-00-MINIBK2-FSET,383,8756,2024-11-01,AZ,MINI,4.51,1727.33,Greentech,GreentechGreentech Renewables - Phoenix,Genki
RT2-04-FBN25,1812,8756,2024-11-01,AZ,Bolts,0.36,652.32,Greentech,GreentechGreentech Renewables - Phoenix,Genki
RT2-04-SD5-60,11382,8756,2024-11-01,AZ,Screws,0.43,4894.26,Greentech,GreentechGreentech Renewables - Phoenix,Genki
RT2-00-MINIBK2,31,8797,2024-11-01,CA,MINI,4.15,128.65,Greentech,GreentechGreentech Renewables - Stockton,Genki
RT2-00-MINIBK2-FSET,127,8797,2024-11-01,CA,MINI,4.51,572.77,Greentech,GreentechGreentech Renewables - Stockton,Genki
RT2-04-SD5-60,1407,8797,2024-11-01,CA,Screws,0.43,605.01,Greentech,GreentechGreentech Renewables - Stockton,Genki
RT2-04-FBN25,2841,8801,2024-11-01,WA,Bolts,0.36,1022.76,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT2-04-SD5-60,400,8801,2024-11-01,WA,Screws,0.43,172,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-00-AXBK,3,8801,2024-11-01,WA,APEX,4.09,12.27,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-01-UE-30,50,8801,2024-11-01,WA,APEX,9.24,462,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-01-UEFS30,44,8801,2024-11-01,WA,APEX,9.24,406.56,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-01-UES30,19,8801,2024-11-01,WA,APEX,15.31,290.89,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-02-UM-30,48,8801,2024-11-01,WA,APEX,9.24,443.52,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-02-UMFS30,44,8801,2024-11-01,WA,APEX,9.24,406.56,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-02-UMS30,8,8801,2024-11-01,WA,APEX,15.31,122.48,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-03-SK80BL,129,8801,2024-11-01,WA,APEX,17,2193,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-04-BUTYL,20,8801,2024-11-01,WA,Accessories,1.18,23.6,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-04-ENDCAP,91,8801,2024-11-01,WA,APEX,2.66,242.06,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-04-M4-16S,1000,8801,2024-11-01,WA,APEX,0.25,250,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT3-04-SKSSL,148,8801,2024-11-01,WA,APEX,0.87,128.76,Greentech,GreentechGreentech Renewables - Tri-Cities,Genki
RT2-04-SD5-60,29,8808,2024-11-01,AZ,Screws,0.43,12.47,Greentech,GreentechGreentech Renewables - Tucson,Genki
RT2-00-MINIBK2-FSET,1936,9106,2024-11-01,MD,MINI,4.51,8731.36,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT2-04-SD5-60,10113,9106,2024-11-01,MD,Screws,0.43,4348.59,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-00-AXBK,1564,9106,2024-11-01,MD,APEX,4.09,6396.76,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-01-UE-30,1050,9106,2024-11-01,MD,APEX,9.24,9702,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-01-UEFS30,453,9106,2024-11-01,MD,APEX,9.24,4185.72,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-01-UES30,224,9106,2024-11-01,MD,APEX,15.31,3429.44,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-02-UM-30,1017,9106,2024-11-01,MD,APEX,9.24,9397.08,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-02-UMFS30,639,9106,2024-11-01,MD,APEX,9.24,5904.36,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-02-UMS30,510,9106,2024-11-01,MD,APEX,15.31,7808.1,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-03-SK80BL,282,9106,2024-11-01,MD,APEX,17,4794,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-04-ENDCAP,5,9106,2024-11-01,MD,APEX,2.66,13.3,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-04-M4-16S,2700,9106,2024-11-01,MD,APEX,0.25,675,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT3-04-SKSSL,338,9106,2024-11-01,MD,APEX,0.87,294.06,Greentech,GreentechGreentech Renewables - Columbia,RyanW
RT2-00-MINIBK2-FSET,755,120,2024-12-01,NY,MINI,4.51,3405.05,Greentech,GreentechGreentech Renewables - Albany,RyanW
RT2-04-SD5-60,882,120,2024-12-01,NY,Screws,0.43,379.26,Greentech,GreentechGreentech Renewables - Albany,RyanW
RT2-00-MINIBK2-FSET,273,148,2024-12-01,NM,MINI,4.51,1231.23,Greentech,GreentechGreentech Renewables - Albuquerque,Genki
RT2-04-FBN25,1500,148,2024-12-01,NM,Bolts,0.36,540,Greentech,GreentechGreentech Renewables - Albuquerque,Genki
RT2-04-SD5-60,2100,148,2024-12-01,NM,Screws,0.43,903,Greentech,GreentechGreentech Renewables - Albuquerque,Genki
RT2-00-MINIBK2,361,224,2024-12-01,MA,MINI,4.15,1498.15,Greentech,GreentechGreentech Renewables - Auburn,RyanW
RT2-00-MINIBK2-FSET,52,224,2024-12-01,MA,MINI,4.51,234.52,Greentech,GreentechGreentech Renewables - Auburn,RyanW
RT2-04-C-MOUNT,903,224,2024-12-01,MA,C-MOUNT,3.08,2781.24,Greentech,GreentechGreentech Renewables - Auburn,RyanW
RT2-04-SD5-60,13283,224,2024-12-01,MA,Screws,0.43,5711.69,Greentech,GreentechGreentech Renewables - Auburn,RyanW
RT2-04-SD5-90,213,224,2024-12-01,MA,Screws,0.75,159.75,Greentech,GreentechGreentech Renewables - Auburn,RyanW
RT2-00-MINIBK2-FSET,2762,236,2024-12-01,TX,MINI,4.51,12456.62,Greentech,GreentechGreentech Renewables - Austin,Genki
RT2-04-FBN25,400,236,2024-12-01,TX,Bolts,0.36,144,Greentech,GreentechGreentech Renewables - Austin,Genki
RT2-04-SD5-60,5342,236,2024-12-01,TX,Screws,0.43,2297.06,Greentech,GreentechGreentech Renewables - Austin,Genki
RT2-04-SD5-60,622,237,2024-12-01,TX,Screws,0.43,267.46,Greentech,GreentechGreentech Renewables - Dallas,Genki
RT2-04-FBN25,92,239,2024-12-01,TX,Bolts,0.36,33.12,Greentech,GreentechGreentech Renewables - San Antonio,Genki
RT2-04-C-MOUNT,42,821,2024-12-01,MT,C-MOUNT,3.08,129.36,Greentech,GreentechGreentech Renewables - Bozeman,Genki
RT2-00-MINIBK2-FSET,140,960,2024-12-01,MI,MINI,4.51,631.4,Greentech,GreentechGreentech Renewables - Detroit,Guy
RT2-04-C-MOUNT,2,960,2024-12-01,MI,C-MOUNT,3.08,6.16,Greentech,GreentechGreentech Renewables - Detroit,Guy
RT2-04-SD5-60,4,960,2024-12-01,MI,Screws,0.43,1.72,Greentech,GreentechGreentech Renewables - Detroit,Guy
RT3-01-UEFS30,16,987,2024-12-01,IA,APEX,9.24,147.84,Greentech,GreentechGreentech Renewables - Cedar Rapids,Guy
RT3-01-UES30,12,987,2024-12-01,IA,APEX,15.31,183.72,Greentech,GreentechGreentech Renewables - Cedar Rapids,Guy
RT3-02-UMS30,5,987,2024-12-01,IA,APEX,15.31,76.55,Greentech,GreentechGreentech Renewables - Cedar Rapids,Guy
RT3-03-SK80BL,5,987,2024-12-01,IA,APEX,17,85,Greentech,GreentechGreentech Renewables - Cedar Rapids,Guy
RT2-00-MINIBK2-FSET,595,1024,2024-12-01,CA,MINI,4.51,2683.45,Greentech,GreentechGreentech Renewables - Los Angeles,Genki
RT2-04-SD5-60,4374,1024,2024-12-01,CA,Screws,0.43,1880.82,Greentech,GreentechGreentech Renewables - Los Angeles,Genki
RT2-00-MINIBK2,35,1045,2024-12-01,IN,MINI,4.15,145.25,Greentech,GreentechGreentech Renewables - Chicago,Guy
RT2-00-MINIBK2-FSET,786,1045,2024-12-01,IN,MINI,4.51,3544.86,Greentech,GreentechGreentech Renewables - Chicago,Guy
RT2-04-SD5-60,6700,1045,2024-12-01,IN,Screws,0.43,2881,Greentech,GreentechGreentech Renewables - Chicago,Guy
RT2-04-FBN25,1988,1127,2024-12-01,CO,Bolts,0.36,715.68,Greentech,GreentechGreentech Renewables - Colorado Springs,Genki
RT2-04-SD5-60,566,1127,2024-12-01,CO,Screws,0.43,243.38,Greentech,GreentechGreentech Renewables - Colorado Springs,Genki
