Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,Total
Cod - Bluenergy Llc,FL,1681,8018,1,Justin,,,,,,,,,
Next Level Home Solutions,NJ,2008,0,3,Chris,,,,,,,,,
Revolution Energy Systems,IL,1682,6640,1,Guy,,,,,,,,,
Revolution Solar,MI,1683,960,1,Guy,,,,,,,,,
Smart Solar Supply,IA,1684,987,1,Guy,,,,,,,,,
Cod Sales,MA,1685,4431,1,Chris,,,,,,,,,
Epo Energy Llc,IA,1686,987,1,Guy,,,,,,,,,
Freedom Solar,NC,1687,1132,1,Chris,,,,,,,,,
Smart Energy - Shop Acct,TX,1689,4391,1,Ken,,,,,,,,,
Equisolar,TX,1690,237,1,Ken,,,,,,,,,
Erus Energy,AZ,1691,8756,1,Ken,,,,,,,,,
T&K Electric Company,AZ,1692,8756,1,Ken,,,,,,,,,
Flex Energy,CA,1693,311,1,Rob,,,,,,,,,
Mack Solar,NJ,1694,5887,1,Chris,,,,,,,,,
Austin Building Services,CA,1695,7605,1,Rob,,,,,,,,,
Cod-Advanced Technologies Of Nm,TX,1696,1987,1,Ken,,,,,,,,,
Nopaces Llc,NM,1697,148,1,Ken,,,,,,,,,
"Paradise Power Company, Inc",NM,1698,148,1,Ken,,,,,,,,,
Flow State Solar,CO,1699,1875,1,Ken,,,,,,,,,
Posigen Solar Support,MA,1700,224,1,Chris,,,,,,,,,
Rectify Solar,MI,1701,960,1,Guy,,,,,,,,,
Small Town Solar (Okc),OK,1702,5364,1,Ken,,,,,,,,,
Elite Energy Llc D.b.a Ascend,TX,1703,3273,1,Ken,,,,,,,,,
Prime Energy,CT,1704,4984,1,Chris,,,,,,,,,
Solar Tek Energy Of Austin,TX,1705,236,1,Ken,,,,,,,,,
Smart Roof Solar Llc,VA,2009,0,3,Chris,,,,,,,,,
Revolution Energy Systems,MO,1706,6640,1,Guy,,,,,,,,,
Suntuity,MA,1707,5887,1,Chris,,,,,,,,,
Arcadia Solar,AZ,1708,8756,1,Ken,,,,,,,,,
Freedom Solar,VA,1709,1132,1,Chris,,,,,,,,,
Paic Solar - Cod,TX,1710,239,1,Ken,,,,,,,,,
Cod Sales,AZ,1711,8808,1,Ken,,,,,,,,,
E2 Solar Inc,MA,1712,4431,1,Chris,,,,,,,,,
Encor Solar Llc,CO,1713,1127,1,Ken,,,,,,,,,
The Solar Exchange,AZ,1714,8756,1,Ken,,,,,,,,,
Cod-Infinity Solar,AZ,1716,8756,1,Ken,,,,,,,,,
Eclipse Solar Logistics Epc,TX,1717,237,1,Ken,,,,,,,,,
Lumio Hx Inc,ID,1718,756,1,Rob,,,,,,,,,
Rectify Solar Llc,MI,1719,3293,1,Guy,,,,,,,,,
Ab Solar And Roofing,TX,1720,237,1,Ken,,,,,,,,,
Helio,IL,1721,6640,1,Guy,,,,,,,,,
Nyreer,NY,1722,120,1,Chris,,,,,,,,,
Palmetto Clean Technology,PA,1723,5887,1,Chris,,,,,,,,,
Sangamon,IN,1724,1045,1,Guy,,,,,,,,,
Top Tier Solar Solutions,VA,1725,1132,1,Chris,,,,,,,,,
**Cod** Faraday Electric,CO,1726,1875,1,Ken,,,,,,,,,
Impact Energy Llc,NJ,1727,5887,1,Chris,,,,,,,,,
Revision Energy Llc,NH,1728,4422,1,Chris,,,,,,,,,
Suntria,TX,1729,239,1,Ken,,,,,,,,,
Artificial Grass Turf Co,CA,1730,8756,1,Rob,,,,,,,,,
Custom Energy Service,UT,1731,6692,1,Rob,,,,,,,,,
Redemption Solar And Roofing,KY,1732,1154,1,Guy,,,,,,,,,
Sunnova Energy Corporation,MA,1733,4431,1,Chris,,,,,,,,,
Kaw Valley,KS,1734,3584,1,Ken,,,,,,,,,
Tlp Electric Integrations,CA,1735,6435,1,Rob,,,,,,,,,
Am Shine Electric,CA,1736,1024,1,Rob,,,,,,,,,
Freedom Solar Power,NC,1737,1132,1,Chris,,,,,,,,,
Next Phase Electric,CA,1738,311,1,Rob,,,,,,,,,
Nrg Clean Power,CA,1739,7492,1,Rob,,,,,,,,,
Smartroof Inc,VA,1740,9106,1,Chris,,,,,,,,,
Stewart Electric Llc.,CA,1741,4090,1,Rob,,,,,,,,,
"Baker Home Energy, Nb Baker Az",AZ,1742,8756,1,Ken,,,,,,,,,
Britestreet Energy Depot,CO,1743,1875,1,Ken,,,,,,,,,
Freedom Solar Power,CO,1744,1127,1,Ken,,,,,,,,,
Freedom Solar Power,TX,1745,236,1,Ken,,,,,,,,,
Prevost Installations,TX,1746,237,1,Ken,,,,,,,,,
Sync Renewables,CT,1747,4984,1,Chris,,,,,,,,,
Syngulf Energy Llc,TX,1748,237,1,Ken,,,,,,,,,
Vision Solar/Cod,NJ,1749,5887,1,Chris,,,,,,,,,
Cod - Vantage Point Solar,TX,1750,4391,1,Ken,,,,,,,,,
1 Solar,AZ,1751,8756,1,Ken,,,,,,,,,
Buffalo Solar Solutions Inc,PA,1752,6462,1,Chris,,,,,,,,,
Freedom Solar Power,VA,1753,1132,1,Chris,,,,,,,,,
Palmetto Clean Technology,OH,1754,1154,1,Guy,,,,,,,,,
Solar Solution Az Llc **+,AZ,1756,8808,1,Ken,,,,,,,,,
American Power,TX,1757,236,1,Ken,,,,,,,,,
Florida Eco Electric,FL,1758,5621,1,Justin,,,,,,,,,
Smart Solar Cod,CA,1759,7133,1,Rob,,,,,,,,,
Suntuity,KS,1760,5887,1,Ken,,,,,,,,,
Vision Solar,NJ,2010,0,3,Chris,,,,,,,,,
Wired Goat Llc,WA,1762,8187,1,Rob,,,,,,,,,
Avvio Solar Cod,OK,1763,5364,1,Ken,,,,,,,,,
Psg Lmtd Inc,NJ,1765,5887,1,Chris,,,,,,,,,
Solar Works Energy,CO,1766,1875,1,Ken,,,,,,,,,
Sunpower Corporation,NJ,1767,4984,1,Chris,,,,,,,,,
Ambia Energy Llc,FL,1768,5621,1,Justin,,,,,,,,,
Ams Solar Power,CA,1769,6435,1,Rob,,,,,,,,,
Eldridge Roofing & Repair,TX,1770,3273,1,Ken,,,,,,,,,
"Energy Select, Llc",MD,2011,0,3,Chris,,,,,,,,,
Meraki,TX,1771,3273,1,Ken,,,,,,,,,
Nationwide Solar Installer Services,FL,1772,4560,1,Justin,,,,,,,,,
Palmetto Clean Technology,FL,1773,5621,1,Justin,,,,,,,,,
Bob Heinmiller Air Conditioning,FL,1774,5621,1,Justin,,,,,,,,,
Fusion Power,AZ,1775,8756,1,Ken,,,,,,,,,
Sun Rite,MA,1776,224,1,Chris,,,,,,,,,
1st Light Energy,CA,1777,8797,1,Rob,,,,,,,,,
Bright Power Inc (Dba Bpi),CA,1778,5040,1,Rob,,,,,,,,,
Solar Grids,IL,1779,987,1,Guy,,,,,,,,,
Valley Solar Solutions,CA,1780,2576,1,Rob,,,,,,,,,
Advanced Solar Llc,IN,2012,0,3,Guy,,,,,,,,,
Ce Team Inc,NJ,2013,0,3,Chris,,,,,,,,,
Cod Non Contr,CA,1782,6552,1,Rob,,,,,,,,,
Cod-Sunflower Solar,TX,1783,1987,1,Ken,,,,,,,,,
Kin Home,FL,1784,8018,1,Justin,,,,,,,,,
On Point Solar Power,AZ,1785,8756,1,Ken,,,,,,,,,
Sbs Solar Inc,MT,1786,4639,1,Rob,,,,,,,,,
Sustainable Revolution - Sunblaze,AZ,1787,8808,1,Ken,,,,,,,,,
7953 Cod Sales,CA,1788,7953,1,Rob,,,,,,,,,
Blue Sky Smart Solutions,IA,1790,987,1,Guy,,,,,,,,,
"Solq, Llc",NE,1791,987,1,Guy,,,,,,,,,
"Solq, Llc",WI,1792,4407,1,Guy,,,,,,,,,
Crafty Electric,OH,1793,1154,1,Guy,,,,,,,,,
Cavu Solar,VA,2014,0,3,Chris,,,,,,,,,
Green Power Energy,TX,1794,236,1,Ken,,,,,,,,,
Nuwatt Energy,NH,1795,224,1,Chris,,,,,,,,,
Ampwrx Llc,CA,1796,8797,1,Rob,,,,,,,,,
Builtmx Inc.,FL,1798,5621,1,Justin,,,,,,,,,
Circle L Solar,TX,1799,236,1,Ken,,,,,,,,,
Nitro Dba Revolt,WV,1800,5944,1,Chris,,,,,,,,,
Energy Harbor Llc,FL,1801,8018,1,Justin,,,,,,,,,
Evolution Power Llc,FL,1802,8618,1,Justin,,,,,,,,,
"Green Alternatives, Inc",IN,2015,0,3,Guy,,,,,,,,,
Lgcy Power,FL,1803,5621,1,Justin,,,,,,,,,
Power Up Renewables,OH,1804,1154,1,Guy,,,,,,,,,
Blue Raven Solar,ID,1805,5951,1,Rob,,,,,,,,,
Design 1 Group,VA,1806,6058,1,Chris,,,,,,,,,
Jaga Networks,NM,1807,148,1,Ken,,,,,,,,,
Nivo Solar Llc,TX,1808,236,1,Ken,,,,,,,,,
Power Production Management,FL,1809,5621,1,Justin,,,,,,,,,
Simple Solar,FL,1810,8018,1,Justin,,,,,,,,,
Admiral Smart Home - Cod,TX,1811,239,1,Ken,,,,,,,,,
Kansas Solar Systems,KS,1812,3584,1,Ken,,,,,,,,,
Hays Electrical Services,TX,1813,236,1,Ken,,,,,,,,,
Pe Solar (Pure Energy),NC,1814,6058,1,Chris,,,,,,,,,
Green Choice Energy Inc,CA,1815,7133,1,Rob,,,,,,,,,
Icon Power,NV,1816,4090,1,Rob,,,,,,,,,
American Solar Repair-Cod,NJ,1817,5887,1,Chris,,,,,,,,,
American Solar Repair-Cod,CT,1818,5887,1,Chris,,,,,,,,,
Blue Raven Solar,OH,1819,1154,1,Guy,,,,,,,,,
D&D Solar,IL,1820,6640,1,Guy,,,,,,,,,
Greenspire Llc,NJ,1821,6435,1,Chris,,,,,,,,,
Ozono Dba Do Electric-Diamond Solar,TX,1822,237,1,Ken,,,,,,,,,
American Solar Repair-Cod,NY,1823,5887,1,Chris,,,,,,,,,
Solar Grids,KS,1824,9439,1,Ken,,,,,,,,,
Cod-Equisolar,TX,1825,1987,1,Ken,,,,,,,,,
Complete Solar,NH,1826,4422,1,Chris,,,,,,,,,
Epic Energies,FL,1827,4560,1,Justin,,,,,,,73.16,,
Freedom Energy,MT,1828,4639,1,Rob,,,,,,,,,
Pure Energy,CO,1829,1127,1,Ken,,,,,,,,,
Sun In One,DE,2016,0,3,Chris,,,,,,,,,
Devlin Energy,ME,1830,4422,1,Chris,,,,,,,,,
Gradient Electric,WA,1831,8801,1,Rob,,,,,,,,,
Purelight Power,OR,1832,4450,1,Rob,,,,,,,,,
Superior Solar Design Llc,PA,2017,0,3,Chris,,,,,,,,,
"Capital Energy, Llc",AZ,1833,8756,1,Ken,,,,,,,,,
Cod - Amped Bros,TX,1834,4391,1,Ken,,,,,,,,,
Geo Electric,WA,1836,8187,1,Rob,,,,,,,,,
Superior Solar,NJ,1837,5887,1,Chris,,,,,,,,,
American Solar Repair-Cod,PA,1838,5887,1,Chris,,,,,,,,,
Geoscape Solar Llc,PA,1839,5887,1,Chris,,,,,,,,,
Lemon Drop,CA,1840,7133,1,Rob,,,,,,,,,
"Solq, Llc",IA,1842,987,1,Guy,,,,,,,,,
Elite Electircal Contracting,CT,1843,4984,1,Chris,,,,,,,,,
Lgcy Power,CO,1844,1875,1,Ken,,,,,,,,,
New Day Energy,MA,1845,4431,1,Chris,,,,,,,,,
Tge Solar,OH,1846,1154,1,Guy,,,,,,,,,
Solar Solutions Of America,TX,1847,236,1,Ken,,,,,,,,,
Novasource Power,CA,1848,6435,1,Rob,,,,,,,,,
Sunnymac,PA,1849,5887,1,Chris,,,,,,,,,
Star Solar Specialists,IN,2018,0,3,Guy,,,,,,,,,
Cod - Duralast Roofing & Constructi,FL,1850,8618,1,Justin,,,,,,,,,
One80 Solar--Cod,TX,1851,239,1,Ken,,,,,,,,,
Cal-Sun Dba Pnw Solar Solutions,WA,1852,8187,1,Rob,,,,,,,,,
Expert Inc.,SC,1853,1132,1,Justin,,,,,,,,,
**Cod**Remove And Replace Solar,CO,1855,1875,1,Ken,,,,,,,,,
Granite State Solar,ME,1856,224,1,Chris,,,,,,,,,
Mountain Solar Llc,MT,1857,821,1,Rob,,,,,,,,,
Opal Energy Group,PA,1858,5887,1,Chris,,,,,,,,,
Ambia Energy Llc,CO,1859,6026,1,Ken,,,,,,,,,
Tge Solar,KY,1861,1154,1,Guy,,,,,,,,,
Add On Electric Inc,NM,1862,148,1,Ken,,,,,,,,,
American Energy And Construction,TX,1863,237,1,Ken,,,,,,,,,
Empwr Solar,SC,1864,1132,1,Justin,,,,,,,,,
"New Mexico Solar Professional, Llc",NM,1865,148,1,Ken,,,,,,,,,
Sun Warrior Solar,IN,1866,3293,1,Guy,,,,,,,,,
Wolf River Electric,WI,1867,4664,1,Guy,,,,,,,,,
Green Power Energy,NJ,1868,8460,1,Chris,,,,,,,,,
Hammer & Bell Co,PA,2019,0,3,Chris,,,,,,,,,
Solcius Llc,CA,1869,6552,1,Rob,,,,,,,,,
Your Solar Shop,ID,1870,756,1,Rob,,,,,,,,,
"Cod - Lumio Hx, Inc",UT,1871,4391,1,Rob,,,,,,,,,
Evolution Solar Llc Dba Advanced Solar,,2154,0,3,,,,,,,,,,
Gc Solar,FL,1872,4560,1,Justin,,,,,,,,,
Live Free Energy,NH,1873,224,1,Chris,,,,,,,,,
Velocity Energy - Cod,NJ,1874,5887,1,Chris,,,,,,,,,
Infinity Solar/Tml,WA,1875,5971,1,Rob,,,,,,,,,
Quick Right Solar - Jose Palomares,CA,1876,2576,1,Rob,,,,,,,,,
Sunnova Energy Corp,CT,1877,4984,1,Chris,,,,,,,,,
Vital Energy,CA,1878,7953,1,Rob,,,,,,,,,
Solar Sme,CO,1879,236,1,Ken,,,,,,,,,
Superior Solar,PA,1880,5887,1,Chris,,,,,,,,,
Sunnova-Dhg,TX,1881,236,1,Ken,,,,,,,,,
[Cod] Nova Solar,VA,1882,6408,1,Chris,,,,,,,,,
Lowden Solar,IA,1883,987,1,Guy,,,,,,,,,
Solarponics Inc,CA,1884,7605,1,Rob,,,,,,,,,
Cod Sales,NH,1885,4422,1,Chris,,,,,,,,,
Kb Tech,TX,1887,237,1,Ken,,,,,,,,,
Lotus Electric Llc,CO,1888,1875,1,Ken,,,,,,,,,
Allied Solar Services Llc,CA,1889,1024,1,Rob,,,,,,,,,
Evergreen Solar And Construction,CA,1890,6435,1,Rob,,,,,,,,,
Green Rack Contracting Llc,PA,1891,5944,1,Chris,,,,,,,,,
Mona Lee Inc.,CA,1892,6552,1,Rob,,,,,,,,,
Pv Maine,ME,1893,4422,1,Chris,,,,,,,,,
Solio,TX,1894,237,1,Ken,,,,,,,,,
"Gkrw, Llc, Dba Ecoforce Solutions",CA,1895,1024,1,Rob,,,,,,,,,
Rhode Electric,MN,1896,4664,1,Guy,,,,,,,,,
Efs Energy Inc,MO,1897,6640,1,Guy,,,,,,,,,
Palmetto Clean Technology,CA,1898,6435,1,Rob,,,,,,,,,
Paic Solar,TX,1899,237,1,Ken,,,,,,,,,
Green Home Enterprises,TX,1900,236,1,Ken,,,,,,,,,
Greenlight Solar,TX,1901,239,1,Ken,,,,,,,,,
Heartland Solar,IA,1902,987,1,Guy,,,,,,,,,
Last Minute Solar,CA,1903,5733,1,Rob,,,,,,,,,
Rooftop Power Llc,NH,1904,224,1,Chris,,,,,,,,,
Solar Energy Specialists Corp,FL,1905,5621,1,Justin,,,,,,,,,
New York Solar Maintenance,NY,2021,0,3,Chris,,,,,,,,,
Sunbolt Construction,CA,1906,7953,1,Rob,,,,,,,,,
American Dream Solar,TX,1907,237,1,Ken,,,,,,,,,
Meraki Solutions,CO,1908,6026,1,Ken,,,,,,,,,
Nelnet Renewable Energy,NE,1909,5415,1,Guy,,,,,,,,,
"Sunfire Solar, Llc",TX,1910,1987,1,Ken,,,,,,,,,
Us Green Energy Technologies Inc.,CA,1912,7133,1,Rob,,,,,,,,,
Anova Solar,OK,1913,5364,1,Ken,,,,,,,,,
Mdc Solar,MD,1914,9106,1,Chris,,,,,,,,,
Cod Sales/ Misc,KS,1915,3584,1,Ken,,,,,,,,,
Team Solar,ME,1916,4422,1,Chris,,,,,,,,,
Yep Solar,MA,1917,224,1,Chris,,,,,,,,,
Fastrac,TX,1918,237,1,Ken,,,,,,,,,
Renew Usa,NY,1919,4250,1,Chris,,,,,,,,,
Cod-Solar Electric Freedom,AZ,1920,8756,1,Ken,,,,,,,,,
Complete Solar,CA,1921,6435,1,Rob,,,,,,,,,
Linkus,ID,1922,5951,1,Rob,,,,,,,,,
Mona Lee Inc,CA,1923,1024,1,Rob,,,,,,,,,
Solis Energy Services,MO,1924,6640,1,Guy,,,,,,,,,
Prime Home Solutions,CA,1925,6552,1,Rob,,,,,,,,,
Sumpter Solar Services,MI,1926,960,1,Guy,,,,,,,,,
"Ecogen Services ,Llc",MA,1928,224,1,Chris,,,,,,,,,
Prosolar Group Llc,FL,1929,5621,1,Justin,,,,,,,,,
Soleil Energy Corp,MD,1930,9106,1,Chris,,,,,,,,,
Cosmic Solar Cod,CA,1931,7133,1,Rob,,,,,,,,,
Greenlight Solar,CO,1932,1875,1,Ken,,,,,,,,,
Peninsula Solar,MI,2022,0,3,Guy,,,,,,,57.5,,
Simply Solar,CA,1933,7953,1,Rob,,,,,,,,,
Stellaris,MT,1934,821,1,Rob,,,,,,,,,
Sunstra,TX,1935,236,1,Ken,,,,,,,,,
All Energy Services Llc,FL,1936,5621,1,Justin,,,,,,,,,
Arrow Energy,IL,1937,987,1,Guy,,,,,,,,,
"Independence Renewable Energy,Llc.",IL,1938,1045,1,Guy,,,,,,,,,
Scott Sorensen Construction Inc,OR,1939,5971,1,Rob,,,,,,,,,
"Trident Solar, Llc",VA,1940,6408,1,Chris,,,,,,,9.2,,
Elected Electric Llc,FL,1941,8018,1,Justin,,,,,,,,,
"Hop Home Solutions, Llc",TX,1942,1987,1,Ken,,,,,,,,,
"Sunbum Solar, Inc.",VA,1943,6408,1,Chris,,,,,,,,,
Cod - Detach Reset Solar,FL,1944,8018,1,Justin,,,,,,,,,
Energy Solutions,OR,1945,5971,1,Rob,,,,,,,,,
Smith Electric,CT,1946,4984,1,Chris,,,,,,,,,
Palmetto Clean Technology,NC,1947,6058,1,Chris,,,,,,,,,
Sun Up Solar,ME,1948,4422,1,Chris,,,,,,,,,
Tml International,WA,1949,8064,1,Rob,,,,,,,153.4,,
Levion Construction,CA,1950,6552,1,Rob,,,,,,,,,
Current Electric,MA,1951,224,1,Chris,,,,,,,,,
Excel Home Solar,TX,1952,239,1,Ken,,,,,,,,,
Sunlogic Energy Solutions Inc.,NY,2023,0,3,Chris,,,,,,,,,
Valley Voltage Llc,AZ,1953,8756,1,Ken,,,,,,,,,
All Solar Inc.,CO,1954,6026,1,Ken,,,,,,,,,
Solarblocks,NY,1955,5887,1,Chris,,,,,,,,,
Solgrid Inc,MA,1956,4431,1,Chris,,,,,,,,,
Madjack Energy Solution,CA,1957,1024,1,Rob,,,,,,,,,
Robinhood Solar Dba Ethical Energy Solar,PA,2024,0,3,Chris,,,,,,,230,,
All Star Construction (Team Hero),CA,1958,6435,1,Rob,,,,,,,,,
Bill Durett Electric Dba Innova Sol,FL,1959,8618,1,Justin,,,,,,,,,
Cod Premier Aesthetix Installation,OK,1960,5364,1,Ken,,,,,,,,,
Empire Solar Power Energy,FL,1961,4560,1,Justin,,,,,,,94.4,,
Go Max Solar,CA,1962,6552,1,Rob,,,,,,,,,
Level Construction & Roofing Llc,FL,1963,5621,1,Justin,,,,,,,,,
Sierra Energy Savers,CA,1964,6552,1,Rob,,,,,,,47.2,,
Dmv Equity,CT,1965,1670,1,Chris,,,,,,,,,
Solar Power Pros Inc,CO,1966,1875,1,Ken,,,,,,,,,
Carbon Recall,MT,1967,4639,1,Rob,,,,,,,,,
Cod Contractor,CA,1968,6552,1,Rob,,,,,,,,,
Gurr Brothers,MI,1969,960,1,Guy,,,,,,,,,
Palmetto Clean Technology,TX,1970,237,1,Ken,,,,,,,,,
Plug It In Systems,CA,1971,1024,1,Rob,,,,,,,,,
Precision Solar Cayman Islands,FL,2129,0,2,Justin,,,,,,,,860,
"Rhythm Solar Llc, Dba Define Solar",,2155,0,3,,,,,,,,,,
Xolar Renewable Energy,IL,2131,0,2,Guy,,,,,,,,,
Connecticut Solar Power *Cod*,CT,1972,1670,1,Chris,,,,,,,,,
Rnr Roofing,CA,1973,6435,1,Rob,,,,,,,,,
Revolution Energy Systems,IL,2132,0,2,Guy,,,,,,,,1548,
Smartroof Inc,MD,1974,9106,1,Chris,,,,,,,,,
Strawberry Solar,MI,2133,0,2,Guy,,,,,,,,430,
Crescent Electric Supply,IL,2134,0,2,Guy,,,,,,,,,
Linkus,CA,1975,6552,1,Rob,,,,,,,,165.2,
Live Solar,ID,1976,5951,1,Rob,,,,,,,,,
Palmetto Clean Technology,NJ,1977,5887,1,Chris,,,,,,,,,
Ram Roofing & Solar,IA,1978,987,1,Guy,,,,,,,,,
"Us Energy Concierge, Inc",NY,2135,0,2,Chris,,,,,,,,172,
Central Homes Solar,FL,1979,5621,1,Justin,,,,,,,,,
Cod-Solar Solution Az,AZ,1980,8808,1,Ken,,,,,,,,,
Solar Installations By Marcor,NY,2136,0,2,Chris,,,,,,,,86,
The Green Panel,MI,2137,0,2,Guy,,,,,,,,946,
Cal-Sun Dba Pnw Solar Solutions,ID,1981,8187,1,Rob,,,,,,,,,
Gotsun-Gosolar,MA,1982,4431,1,Chris,,,,,,,,,
Amarillo Solar Pros,TX,2138,0,2,Ken,,,,,,,,,
Celestial Solar Innovations,MD,2139,0,2,Chris,,,,,,,,86,
Uprise Solar,MD,1983,9106,1,Chris,,,,,,,,,
Bright Eye Solar,PA,2026,0,3,Chris,,,,,,,,,
G3,OH,2040,1154,1,Guy,,,,,,,,,
Osceola Energy,NM,2041,148,1,Ken,,,,,,,,,
Radiant Energy & Solar,FL,2042,5621,1,Justin,,,,,,,,,
Skyline Solar - Nj/Ma/Ct,NJ,2140,0,2,Chris,,,,,,,,,
Canary Solar & Security Llc,AZ,2043,8756,1,Ken,,,,,,,,,
Exact Energy Partners Llc,PA,2141,0,2,Chris,,,,,,,,2150,
Meraki Solutions,NM,2044,148,1,Ken,,,,,,,,,
Nivo Solar,KS,2045,3584,1,Ken,,,,,,,,,
Burro Electric,AZ,2046,8756,1,Ken,,,,,,,,,
Cod - Energize 806,TX,2047,4391,1,Ken,,,,,,,,,
"Ideal Energy, Inc.",IA,2048,987,1,Guy,,,,,,,,,
Powur Pbc,CT,2049,4984,1,Chris,,,,,,,,,
Scsp Solar,SC,2050,1132,1,Justin,,,,,,,,,
Solar Gain Inc.,AZ,2051,8808,1,Ken,,,,,,,,,
The Solar Resource,OH,2052,1154,1,Guy,,,,,,,,,
Costanza And Sun Llc Dba Sunpower Builders,,2156,0,3,,,,,,,,,,
Fortune Energy,MA,2028,0,3,Chris,,,,,,,,,
United American Marketing Corp.,IL,2143,0,2,Guy,,,,,,,,,
Circle-L Solar,TX,2054,237,1,Ken,,,,,,,,,
Elite Roofing And Solar,CO,2055,1875,1,Ken,,,,,,,,,
Blue Sky Smart Solutions,KS,2056,9439,1,Ken,,,,,,,,,
Ecocentrix Energy Solutions,IL,2057,6640,1,Guy,,,,,,,,,
J.l. Electric And Contracting Llc,CO,2058,1875,1,Ken,,,,,,,,,
Sunwave,FL,2059,5621,1,Justin,,,,,,,,,
Smuckers Enterprises,PA,2029,0,3,Chris,,,,,,,,,
West Coast Solar Inc,FL,2060,8018,1,Justin,,,,,,,,,
American Design & Build Ltd,PA,2061,9106,1,Chris,,,,,,,,,
Artizan Electric,WA,2062,8187,1,Rob,,,,,,,,,
Cod Acct - Solectric Solution,CA,2063,6435,1,Rob,,,,,,,,,
Effortless Solar Llc,WI,2064,4407,1,Guy,,,,,,,,,
Palmetto Clean Technology,SC,2065,1132,1,Justin,,,,,,,,,
Pm&M Electric Dba Titan Solar,MD,2066,9106,1,Chris,,,,,,,,,
Solar Savings Direct,CA,2067,6552,1,Rob,,,,,,,,,
Solvolta,CA,2068,1024,1,Rob,,,,,,,,,
Sunpower Corporation,NY,2069,4984,1,Chris,,,,,,,,,
All Energy Solar,MN,2144,0,2,Guy,,,,,,,,215,
Danger Electric,NM,2070,148,1,Ken,,,,,,,,,
Elite Energy Llc D.b.a Ascend,NM,2071,3273,1,Ken,,,,,,,,,
Jhp Electric,CA,2072,6552,1,Rob,,,,,,,,,
Powur Pbc,MA,2073,4984,1,Chris,,,,,,,,,
Second Generation Energy Llc,MA,2074,4431,1,Chris,,,,,,,,,
Panel Masters Of Nj,,2157,0,3,,,,,,,,,,
Usesi Us Electrical Services Inc,MA,2031,0,3,Chris,,,,,,,,,
**Cod** Mile High Solar Maintenance,CO,2076,1875,1,Ken,,,,,,,,,
Caliber Solar Llc,ID,2077,5951,1,Rob,,,,,,,,,
"Commercial Solar Arizona, Llc",AZ,2078,8756,1,Ken,,,,,,,,,
Florida Solar Products Inc,FL,2146,0,2,Justin,,,,,,,,774,
Okie Solar,OK,2079,5364,1,Ken,,,,,,,,,
Windmar Home,FL,2080,5621,1,Justin,,,,,,,,,
Cod Good Energy,CA,2081,7605,1,Rob,,,,,,,,,
Ethos Green Power,WI,2082,4407,1,Guy,,,,,,,,,
Kpost Roofing,TX,2083,237,1,Ken,,,,,,,,,
Revolution Energy Systems Inc,IN,2084,1045,1,Guy,,,,,,,,,
Ramona - Ced,CA,2085,7133,1,Rob,,,,,,,,,
Sp Solar,NJ,2086,5887,1,Chris,,,,,,,,,
Spectrum Energy Development,CA,2087,6552,1,Rob,,,,,,,,,
Sunnova,MD,2088,9106,1,Chris,,,,,,,,,
Solarmite Solutions,NJ,2147,0,2,Chris,,,,,,,,516,
Us Electrical Services Inc.,MA,2148,0,2,Chris,,,,,,,,,
Al & Jon Services,MA,2089,224,1,Chris,,,,,,,,,
Bright Solar,TX,2090,237,1,Ken,,,,,,,,,
Solara Home Energy,CA,2091,6552,1,Rob,,,,,,,,,
Cod-Cornerstone Energy+Builders Inc,TX,2092,1987,1,Ken,,,,,,,,,
Demo King,MD,2093,9106,1,Chris,,,,,,,,,
Srp Pros,FL,2094,8018,1,Justin,,,,,,,,,
Traylor A.d. Ventures,OR,2095,5971,1,Rob,,,,,,,,,
Velasco's Electrical,CA,2096,6435,1,Rob,,,,,,,,,
Cod-Modern Era Solar,TX,2097,1987,1,Ken,,,,,,,,,
Connectm,FL,2098,4560,1,Justin,,,,,,,,,
"Grid Solar, Llc",MO,2099,6640,1,Guy,,,,,,,,,
New Jersey Sun Tech,,2158,0,3,,,,,,,,,,
Affordable Solar Roof Air,TX,2101,237,1,Ken,,,,,,,,,
Celestar Solar,IN,2102,1045,1,Guy,,,,,,,,,
Cod Sales,KY,2103,3293,1,Guy,,,,,,,,,
Empowered Energy Systems,CO,2150,0,2,Ken,,,,,,,,129,
Lumio Hx Inc Shop Account,TX,2104,4391,1,Ken,,,,,,,,,
Meraki Solutions,TX,2105,3273,1,Ken,,,,,,,,,
Powur Pbc,IL,2106,4950,1,Guy,,,,,,,,,
Solar Energy Solutions,KY,2151,0,2,Guy,,,,,,,,,
Universal Electric Pnw Llc,WA,2107,8064,1,Rob,,,,,,,,,
Latam Cod Sales,"",2108,4560,1,,,,,,,,,,
M Energy Inc,CA,2109,6435,1,Rob,,,,,,,,,
Mynt Solar,CA,2110,6435,1,Rob,,,,,,,,,
Power Northwest Inc,OR,2111,5971,1,Rob,,,,,,,,,
